0;0
1.00E-11;1.00E-09
1.28E-11;1.36E-09
1.84E-11;2.23E-09
2.96E-11;4.92E-09
5.20E-11;1.41E-08
9.68E-11;4.74E-08
1.86E-10;1.74E-07
3.66E-10;6.69E-07
7.24E-10;2.62142E-06
1.00E-09;5.00053E-06
1.07E-09;5.71733E-06
1.22E-09;7.15093E-06
1.50E-09;1.00181E-05
2.08E-09;1.57525E-05
3.22E-09;2.72213E-05
5.52E-09;5.01587E-05
1.01E-08;9.60332E-05
1.93E-08;0.000187781
3.76E-08;0.000371272
7.43E-08;0.000738232
1.48E-07;0.001472073
2.95E-07;0.002939432
5.88E-07;0.005872858
1.17533E-06;0.011734545
2.34974E-06;0.02343729
4.69855E-06;0.046760512
9.39617E-06;0.093079802
1.87914E-05;0.184424991
3.75819E-05;0.362061081
7.51629E-05;0.698031434
0.000150325;1.299511553
0.000300649;2.266668249
0.000601296;3.530300133
0.001109408;4.520639491
0.001685503;4.871071521
0.002482024;4.985397222
0.003482024;4.999999996
0.004482024;4.999999997
0.005000001;4.999999997
0.005000001;4.999999897
0.005000001;4.999999497
0.005000002;4.999997497
0.005000002;4.999994947
0.005000002;4.999994148
0.005000002;4.999992548
0.005000003;4.999989348
0.005000003;4.999982948
0.005000004;4.999970148
0.005000007;4.999944548
0.005000012;4.999893349
0.005000022;4.999790952
0.005000043;4.999586165
0.005000084;4.999176615
0.005000166;4.998357618
0.00500033;4.996720024
0.005000657;4.993446447
0.005001313;4.986905725
0.005002623;4.973849966
0.005005245;4.947840854
